course_id,course_title,url,price,num_subscribers,num_reviews,num_lectures,level,Rating,content_duration,published_timestamp,subject,date,free_or_paid,free_beginner_courses,revenue
815672,Finanzas Personales para Vivir Libre de Deudas,https://www.udemy.com/finanzas-personales-para-vivir-libre-de-deudas/,$75.00,76,13,77,Beginner Level,0.28,6,2016-04-27T17:01:52Z,Business Finance,2016-04-27,paid,Not free beginner,"$5,700.00"
742764,Piano With Willie: Basics of Improvisation,https://www.udemy.com/piano-with-willie-basics-of-improvisation/,$40.00,76,4,23,All Levels,0.11,3.5,2016-04-13T06:49:29Z,Musical Instruments,2016-04-13,paid,Not free beginner,"$3,040.00"
691760,Ajax for Beginners: A Very Basic Introduction,https://www.udemy.com/ajax-for-beginners-a-very-basic-introduction/,$65.00,755,5,18,Intermediate Level,0.74,2,2016-01-25T17:57:24Z,Web Development,2016-01-25,paid,Not free beginner,"$49,075.00"
969170,XSD :basics for beginners,https://www.udemy.com/xsd-basics-for-beginners/,$35.00,755,0,7,All Levels,0.24,0.7,2016-09-27T18:01:26Z,Web Development,2016-09-27,paid,Not free beginner,"$26,425.00"
238934,Pianoforall - Incredible New Way To Learn Piano & Keyboard,https://www.udemy.com/pianoforall-incredible-new-way-to-learn-piano-keyboard/,$200.00,75499,7676,362,Beginner Level,0.96,30,2014-08-07T06:27:51Z,Musical Instruments,2014-08-07,paid,Not free beginner,"$15,099,800.00"
159760,Create A Custom Responsive WordPress Website For A Client,https://www.udemy.com/create-custom-responsive-wordpress-website-client/,$95.00,7517,89,47,Intermediate Level,0.89,4.5,2014-04-21T11:35:18Z,Web Development,2014-04-21,paid,Not free beginner,"$714,115.00"
387348,Financial Statement Fundamentals for Small Biz & Investors,https://www.udemy.com/financial-statement-fundamentals/,$30.00,751,1,61,Beginner Level,0.96,3,2015-05-14T21:17:53Z,Business Finance,2015-05-14,paid,Not free beginner,"$22,530.00"
548278,The Complete Web Development Course - Build 15 Projects,https://www.udemy.com/complete-web-development-course/,$200.00,7501,1213,384,All Levels,0.42,76.5,2015-11-09T22:01:02Z,Web Development,2015-11-09,paid,Not free beginner,"$1,500,200.00"
838260,Forex trading Basic to advance Professional Level course,https://www.udemy.com/forex-trading-basic-to-advance-professional-level-course/,$20.00,750,13,28,Beginner Level,0.47,2.5,2016-05-05T19:34:08Z,Business Finance,2016-05-05,paid,Not free beginner,"$15,000.00"
931588,Learn to trade Chart Patterns,https://www.udemy.com/learn-to-trade-chart-patterns/,$20.00,75,8,23,Intermediate Level,0.15,2,2016-08-17T17:04:54Z,Business Finance,2016-08-17,paid,Not free beginner,"$1,500.00"
106358,Learn To Play Guitar Complete Beginners Quick Start,https://www.udemy.com/learn-to-play-guitar-for-free-quick-start-guitar-course/,$20.00,75,0,11,Beginner Level,0.11,1,2013-10-16T16:25:07Z,Musical Instruments,2013-10-16,paid,Not free beginner,"$1,500.00"
644820,Fingerpicking Fundamentals,https://www.udemy.com/fingerpicking-fundamentals/,$20.00,75,7,22,Beginner Level,0.11,1.5,2015-11-01T20:45:47Z,Musical Instruments,2015-11-01,paid,Not free beginner,"$1,500.00"
201894,Add Slide To Your Guitar Playing,https://www.udemy.com/add-slide-to-your-guitar-playing/,$20.00,75,2,27,Intermediate Level,0.11,0.7333333333,2014-05-28T17:32:53Z,Musical Instruments,2014-05-28,paid,Not free beginner,"$1,500.00"
627540,Options Trading - How to Win with Weekly Options,https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/,$115.00,7489,1190,25,Beginner Level,0.15,1,2015-10-22T21:54:28Z,Business Finance,2015-10-22,paid,Not free beginner,"$861,235.00"
631128,Complete Python Web Course: Build 8 Python Web Apps,https://www.udemy.com/the-complete-python-web-course-learn-by-building-8-apps/,$110.00,7489,941,173,All Levels,0.42,16,2015-11-08T20:57:35Z,Web Development,2015-11-08,paid,Not free beginner,"$823,790.00"
436496,SAP Crystal Reports with ASP.Net (Step by step),https://www.udemy.com/sap-crystalreports-for-beginners/,$0.00,7484,304,5,Beginner Level,0.24,1,2015-03-04T01:33:32Z,Web Development,2015-03-04,free,Free beginner,$0.00
661814,Piano Runs & Fills #3: Jazzy Chromatic Chord Song Endings,https://www.udemy.com/piano-runs-fills-3-jazz-chromatic-chords-songs-ending/,$70.00,747,5,28,All Levels,0.07,1,2015-11-10T18:42:55Z,Musical Instruments,2015-11-10,paid,Not free beginner,"$52,290.00"
657518,Cracking the Violin Code!,https://www.udemy.com/learnviolin/,$120.00,746,82,40,Intermediate Level,0.07,5.5,2015-11-17T21:30:46Z,Musical Instruments,2015-11-17,paid,Not free beginner,"$89,520.00"
661878,Learn to Build Web Apps using Laravel Framework,https://www.udemy.com/learn-to-build-web-apps-using-laravel-framework/,$30.00,746,93,39,All Levels,0.11,6.5,2015-11-10T22:15:21Z,Web Development,2015-11-10,paid,Not free beginner,"$22,380.00"
200742,Create Single Page Website using Twitter Bootstrap 3,https://www.udemy.com/create-single-page-website-using-twitter-bootstrap/,$20.00,7449,111,13,Expert Level,0.3,1,2014-04-19T20:10:39Z,Web Development,2014-04-19,paid,Not free beginner,"$148,980.00"
513958,Complete JavaScript Course for Beginners with Easy Examples,https://www.udemy.com/javascript-for-dummies-and-newbies/,$200.00,7449,91,32,Beginner Level,0.38,4,2015-06-08T00:39:47Z,Web Development,2015-06-08,paid,Not free beginner,"$1,489,800.00"
911318,Master ECMAScript 2015 (ES6),https://www.udemy.com/ecmascript2015/,$0.00,7438,441,37,All Levels,0.78,2.5,2016-11-28T22:10:27Z,Web Development,2016-11-28,free,Not free beginner,$0.00
1024862,Making Tax Digital - UK HMRC Legislation Explained,https://www.udemy.com/making-tax-digital/,$0.00,743,0,7,All Levels,0.14,1,2017-06-06T14:13:15Z,Business Finance,2017-06-06,free,Not free beginner,$0.00
515188,HTML Learning the Basics Intro to HTML website coding,https://www.udemy.com/html-learning-the-basics-intro-to-html-website-coding/,$20.00,7416,65,14,All Levels,0.96,0.65,2015-05-31T21:28:27Z,Web Development,2015-05-31,paid,Not free beginner,"$148,320.00"
692268,Learn Business Finance: Win more work as a Business Coach,https://www.udemy.com/essential-business-finance-for-coaches-and-consultants/,$20.00,741,4,22,All Levels,0.7,2,2016-01-03T22:45:32Z,Business Finance,2016-01-03,paid,Not free beginner,"$14,820.00"
76052,Try Django 1.9 | Build a Blog and Learn Python's #1 Library,https://www.udemy.com/try-django/,$50.00,7407,172,147,Beginner Level,0.68,20,2014-03-04T07:12:21Z,Web Development,2014-03-04,paid,Not free beginner,"$370,350.00"
971260,Logo Design - Design a Logo in Photoshop for beginners,https://www.udemy.com/logo-design-photoshop/,$30.00,740,20,12,Beginner Level,0.94,0.5833333333,2016-12-02T18:27:20Z,Graphic Design,2016-12-02,paid,Not free beginner,"$22,200.00"
812798,Value Investing and Stock Market Fundamentals,https://www.udemy.com/value-investing-and-stock-market-fundamentals/,$195.00,74,8,17,All Levels,0.32,3,2016-04-07T18:10:31Z,Business Finance,2016-04-07,paid,Not free beginner,"$14,430.00"
941310,Matemática Financeira com HP12C e MS Excel,https://www.udemy.com/matematica-financeira-com-hp12-e-ms-excel/,$20.00,74,17,30,Beginner Level,0.76,4.5,2016-10-12T13:50:11Z,Business Finance,2016-10-12,paid,Not free beginner,"$1,480.00"
43778,"Buying, Selling, and Storing Precious Metal",https://www.udemy.com/got-gold-get-gold-buying-and-selling-precious-metal/,$20.00,74,1,14,Beginner Level,0.76,1,2013-02-27T03:38:36Z,Business Finance,2013-02-27,paid,Not free beginner,"$1,480.00"
753610,Trading mit kleinen Konten - Grundlagen die du kennen musst,https://www.udemy.com/werden-sie-privater-trader-im-forex-cfd-oder-rohstoffmarkt/,$80.00,74,4,20,All Levels,0.76,3.5,2017-03-29T00:06:21Z,Business Finance,2017-03-29,paid,Not free beginner,"$5,920.00"
762648,Guitar Lessons - Sweep Picking Arpeggio Essentials,https://www.udemy.com/guitar-lessons-sweep-picking-arpeggio-essentials/,$35.00,74,6,13,All Levels,0.11,1.5,2016-02-15T16:59:22Z,Musical Instruments,2016-02-15,paid,Not free beginner,"$2,590.00"
1019552,Drawing and paint hot girl with photoshop,https://www.udemy.com/drawing-and-paint-hot-girl-with-photoshop/,$35.00,74,1,11,Beginner Level,0.61,1.5,2016-11-24T22:02:38Z,Graphic Design,2016-11-24,paid,Not free beginner,"$2,590.00"
352150,Learn to Trade for Profit: Ten Most Profitable Trading Rules,https://www.udemy.com/trading-stocks-successfully-ten-rules-of-successful-trading/,$95.00,739,28,45,All Levels,0.16,2,2014-12-23T15:28:09Z,Business Finance,2014-12-23,paid,Not free beginner,"$70,205.00"
178776,Fixed Income Securities,https://www.udemy.com/fixed-income-securities/,$50.00,739,54,24,Intermediate Level,0.02,4.5,2014-03-11T16:29:50Z,Business Finance,2014-03-11,paid,Not free beginner,"$36,950.00"
927186,Learn Blender 3D - The introduction course,https://www.udemy.com/learn-blender-3d-in-under-2-hours-the-intro-course/,$100.00,739,12,15,All Levels,0.94,1.5,2016-08-19T00:52:30Z,Graphic Design,2016-08-19,paid,Not free beginner,"$73,900.00"
560990,JavaScript DOM Dynamic Web interactive content Boot Camp,https://www.udemy.com/javascript-dom-dynamic-web-interactive-content-boot-camp/,$75.00,7380,43,59,All Levels,0.68,2.5,2015-07-30T16:52:34Z,Web Development,2015-07-30,paid,Not free beginner,"$553,500.00"
26648,Play Guitar and Understand Music Quick & Easy in 28 Days!,https://www.udemy.com/how-to-play-guitar-really-understand-music/,$20.00,738,6,64,All Levels,0.07,9.5,2012-10-13T23:40:19Z,Musical Instruments,2012-10-13,paid,Not free beginner,"$14,760.00"
756150,Angular 4 (formerly Angular 2) - The Complete Guide,https://www.udemy.com/the-complete-guide-to-angular-2/,$190.00,73783,19649,329,Beginner Level,0.9,22,2016-02-11T07:29:29Z,Web Development,2016-02-11,paid,Not free beginner,"$14,018,770.00"
783158,Getting Started with HTML,https://www.udemy.com/html-basics-course/,$40.00,7375,52,17,Beginner Level,0.24,1.5,2016-03-07T18:40:52Z,Web Development,2016-03-07,paid,Not free beginner,"$295,000.00"
42645,"Backspreads, Diagonals and Butterflies - Advanced Strategies",https://www.udemy.com/calendars-diagonals-butterfly-spreads/,$60.00,737,41,10,Beginner Level,0.88,2,2013-03-03T22:15:18Z,Business Finance,2013-03-03,paid,Not free beginner,"$44,220.00"
92760,Crash Course: Fundamentals Of HTML & CSS From Scratch.,https://www.udemy.com/beginner-crash-course-fundamentals-of-html-css-in-60-mins/,$20.00,7368,216,52,All Levels,0.61,2,2013-09-20T19:48:56Z,Web Development,2013-09-20,paid,Not free beginner,"$147,360.00"
182940,Modern Piano Lessons For Beginners,https://www.udemy.com/modern-piano-lessons-for-beginners/,$20.00,736,6,46,Beginner Level,0.07,5,2014-04-01T22:01:27Z,Musical Instruments,2014-04-01,paid,Not free beginner,"$14,720.00"
231970,Drawing Perspective For Beginners,https://www.udemy.com/perspective-drawing-101/,$150.00,736,50,44,All Levels,0.94,7.5,2016-03-20T21:38:48Z,Graphic Design,2016-03-20,paid,Not free beginner,"$110,400.00"
599628,How to manage your own VPS and create websites,https://www.udemy.com/manage-vps/,$120.00,735,16,30,Beginner Level,0.14,1.5,2015-09-17T17:37:57Z,Web Development,2015-09-17,paid,Not free beginner,"$88,200.00"
1027080,Logo Portfolio in 1 Hour in Wordpress,https://www.udemy.com/logoportfolio/,$100.00,734,9,36,All Levels,0.94,1,2016-12-06T22:13:44Z,Graphic Design,2016-12-06,paid,Not free beginner,"$73,400.00"
1109736,Beginners Introduction to Web Development,https://www.udemy.com/explore-web-development/,$200.00,7331,55,18,All Levels,0.12,1.5,2017-02-13T17:40:58Z,Web Development,2017-02-13,paid,Not free beginner,"$1,466,200.00"
1252318,The Complete HTML and CSS Course For Beginners,https://www.udemy.com/the-complete-html-and-css-course-for-beginners/,$85.00,733,104,50,All Levels,0.15,3,2017-06-20T16:05:46Z,Web Development,2017-06-20,paid,Not free beginner,"$62,305.00"
270976,A how to guide in HTML,https://www.udemy.com/a-how-to-guide-in-html/,$0.00,7318,205,8,Beginner Level,0.23,0.5833333333,2014-08-10T20:19:10Z,Web Development,2014-08-10,free,Free beginner,$0.00
21386,Beginner Photoshop to HTML5 and CSS3,https://www.udemy.com/psd-html5-css3/,$0.00,73110,1716,22,All Levels,0.94,2,2012-07-27T12:54:57Z,Web Development,2012-07-27,free,Not free beginner,$0.00
484134,Cost Accounting Operating Costing(Professional Course Level),https://www.udemy.com/operating-costing/,$20.00,731,2,8,All Levels,0.88,1,2015-04-24T00:21:44Z,Business Finance,2015-04-24,paid,Not free beginner,"$14,620.00"
784544,HTML Introduction Course: Learn HTML in 2 hours!!!,https://www.udemy.com/html-introduction-course-learn-html-in-2-hours/,$0.00,7304,368,28,Beginner Level,0.64,2,2016-03-08T15:24:31Z,Web Development,2016-03-08,free,Free beginner,$0.00
139792,Learn to play tunes by ear on harmonica - no written music,https://www.udemy.com/benhewlettharmonicatuitionint4/,$35.00,73,3,15,All Levels,0.11,2,2014-03-23T15:23:01Z,Musical Instruments,2014-03-23,paid,Not free beginner,"$2,555.00"
1101522,Cajon Step-by-Step: Beginner > Intermediate > Advanced,https://www.udemy.com/cajon-step-by-step/,$35.00,73,9,45,Intermediate Level,0.11,3,2017-02-13T16:22:41Z,Musical Instruments,2017-02-13,paid,Not free beginner,"$2,555.00"
139778,Play tunes on harmonica and learn how to bend some notes,https://www.udemy.com/benhewlettharmonicatuitionb3/,$35.00,73,2,16,Beginner Level,0.11,2,2014-03-09T22:32:54Z,Musical Instruments,2014-03-09,paid,Not free beginner,"$2,555.00"
65330,Web Development By Doing: HTML / CSS From Scratch,https://www.udemy.com/web-development-learn-by-doing-html5-css3-from-scratch-introductory/,$0.00,72932,2575,21,All Levels,0.39,1,2013-09-25T00:42:09Z,Web Development,2013-09-25,free,Not free beginner,$0.00
371074,Sketch 3 from A to Z: Become an App Designer,https://www.udemy.com/learnsketch3/,$75.00,7282,1629,42,All Levels,0.32,3.5,2015-01-03T08:21:48Z,Graphic Design,2015-01-03,paid,Not free beginner,"$546,150.00"
45139,"Get to know the VIX Index (aka 'The Fear Index)""",https://www.udemy.com/vix-index/,$60.00,727,64,9,All Levels,0.01,1,2013-03-08T11:42:48Z,Business Finance,2013-03-08,paid,Not free beginner,"$43,620.00"
1175694,Get a Credit Repair Publication On Amazon and Live LIFE..,https://www.udemy.com/get-a-credit-repair-publication-on-amazon-and-live-life/,$20.00,727,11,25,Beginner Level,0.86,3,2017-04-26T18:17:51Z,Business Finance,2017-04-26,paid,Not free beginner,"$14,540.00"
445102,Converting Type to Outlines in Adobe InDesign,https://www.udemy.com/type-to-outlines-indesign/,$20.00,725,1,12,All Levels,0.94,0.6333333333,2015-03-31T19:04:00Z,Graphic Design,2015-03-31,paid,Not free beginner,"$14,500.00"
631754,Zend Framework 2: Learn the PHP framework ZF2 from scratch,https://www.udemy.com/zend-framework-2-from-beginner-to-professional/,$40.00,723,130,37,All Levels,0.76,6.5,2015-11-11T18:55:45Z,Web Development,2015-11-11,paid,Not free beginner,"$28,920.00"
563880,Single Page Application of MVC 5 Using AngularJS,https://www.udemy.com/maruti-spa-angularjs/,$20.00,722,53,18,All Levels,0.24,1.5,2015-08-16T18:37:02Z,Web Development,2015-08-16,paid,Not free beginner,"$14,440.00"
718426,Create a Dynamic User Registration Form from scratch,https://www.udemy.com/create-a-dynamic-user-registration-form-from-scratch/,$100.00,7213,50,38,All Levels,0.73,3,2016-01-09T04:31:40Z,Web Development,2016-01-09,paid,Not free beginner,"$721,300.00"
481696,Code & Grow Rich: Earn More As An Entrepreneur Or Developer,https://www.udemy.com/code-grow-rich-earn-more-as-an-entrepreneur-or-developer/,$200.00,7211,52,491,All Levels,0.29,57,2016-02-10T01:09:19Z,Web Development,2016-02-10,paid,Not free beginner,"$1,442,200.00"
323196,Master Finance in Three Hours,https://www.udemy.com/basic-finance-for-startups-smes-quick-clear-practical/,$20.00,721,12,29,Beginner Level,0.35,3,2014-10-28T20:48:49Z,Business Finance,2014-10-28,paid,Not free beginner,"$14,420.00"
657764,Digital Photo Manipulation Art And Cover Design In PhotoShop,https://www.udemy.com/digital-photo-manipulation-art-and-cover-design-in-photoshop/,$50.00,721,7,35,Beginner Level,0.94,5,2016-03-28T17:56:10Z,Graphic Design,2016-03-28,paid,Not free beginner,"$36,050.00"
870368,Photoshop from Zero to Hero ( Arabic ),https://www.udemy.com/photoshop-arabic/,$60.00,720,220,82,All Levels,0.94,12.5,2016-06-29T16:37:18Z,Graphic Design,2016-06-29,paid,Not free beginner,"$43,200.00"
322118,IFRS Financial Reporting,https://www.udemy.com/ifrs-financial-reporting/,$55.00,72,9,15,Beginner Level,0.76,3.5,2014-10-24T16:55:03Z,Business Finance,2014-10-24,paid,Not free beginner,"$3,960.00"
709816,Socorro! Preciso Organizar as Minhas Finanças!,https://www.udemy.com/socorro-preciso-organizar-as-minhas-financas/,$20.00,72,17,37,Intermediate Level,0.76,1.5,2016-01-08T18:06:39Z,Business Finance,2016-01-08,paid,Not free beginner,"$1,440.00"
782458,Aprendiendo Piano: Tocando piezas populares Vol.II,https://www.udemy.com/aprendiendo-piano-tocando-piezas-populares-volii/,$100.00,72,2,24,Beginner Level,0.11,1.5,2016-03-31T17:10:42Z,Musical Instruments,2016-03-31,paid,Not free beginner,"$7,200.00"
206592,:::Beginners Guide To Creating Amazing Images with Canva:::,https://www.udemy.com/beginners-guide-to-creating-amazing-images-with-canva/,$25.00,72,5,17,Beginner Level,0.8,1,2014-04-29T19:50:31Z,Graphic Design,2014-04-29,paid,Not free beginner,"$1,800.00"
883324,Corel Draw X7: Mão na Massa,https://www.udemy.com/corel-draw-x7-mao-na-massa/,$25.00,72,13,40,Beginner Level,0.34,4,2016-06-20T22:30:56Z,Graphic Design,2016-06-20,paid,Not free beginner,"$1,800.00"
1241518,Node Package Manager Course: Build and Publish NPM Modules,https://www.udemy.com/node-package-manager-course-build-and-publish-npm-modules/,$30.00,7196,8,38,All Levels,0.47,6.5,2017-06-06T17:56:50Z,Web Development,2017-06-06,paid,Not free beginner,"$215,880.00"
928858,Learn How To Build A Professional Web Site By Using Joomla,https://www.udemy.com/learn-how-to-build-a-professional-web-site-by-using-joomla/,$70.00,7184,22,29,All Levels,0.34,4,2016-08-11T21:03:21Z,Web Development,2016-08-11,paid,Not free beginner,"$502,880.00"
1005312,【１日でマスター！】今日からはじめる資産形成,https://www.udemy.com/kabucom_start/,$20.00,7183,819,14,All Levels,0.72,1,2017-01-19T23:51:32Z,Business Finance,2017-01-19,paid,Not free beginner,"$143,660.00"
987682,Stocks: Quick Method to get started Investing,https://www.udemy.com/quick-method-investing/,$0.00,718,13,7,All Levels,0.07,1,2017-05-18T17:37:33Z,Business Finance,2017-05-18,free,Not free beginner,$0.00
408894,Basics of Tax in India (College Level),https://www.udemy.com/basics-of-indian-income-tax/,$20.00,718,5,28,Beginner Level,0.3,2,2015-01-31T13:53:48Z,Business Finance,2015-01-31,paid,Not free beginner,"$14,360.00"
194692,Quicklessons Piano Course - Learn to Play Piano by Ear!,https://www.udemy.com/quicklessons/,$200.00,7178,260,144,Intermediate Level,0.15,8.5,2014-04-12T17:29:32Z,Musical Instruments,2014-04-12,paid,Not free beginner,"$1,435,600.00"
989452,Complete JQuery And JQuery UI Course For Beginner,https://www.udemy.com/complete-jquery-and-jquery-ui-course-for-beginner/,$80.00,7169,277,20,All Levels,0.16,1,2016-10-27T21:56:49Z,Web Development,2016-10-27,paid,Not free beginner,"$573,520.00"
956888,Tumult Hype Pro Basics: HTML5 Animations Made Easier,https://www.udemy.com/tumult-hype-pro-basics-html5-animations-made-easier/,$50.00,716,32,57,All Levels,0.67,4,2016-09-14T17:15:45Z,Web Development,2016-09-14,paid,Not free beginner,"$35,800.00"
352774,RESTful Services with ASP.NET Web API,https://www.udemy.com/restful-services-with-aspnet-web-api/,$85.00,716,59,34,All Levels,0.78,2,2014-11-21T10:28:47Z,Web Development,2014-11-21,paid,Not free beginner,"$60,860.00"
233900,Get Started With Penny Stocks -Step by Step Guide to Trading,https://www.udemy.com/trading-penny-stocks-advanced-strategies/,$200.00,7159,61,18,All Levels,0.11,2,2014-06-02T03:34:56Z,Business Finance,2014-06-02,paid,Not free beginner,"$1,431,800.00"
636548,Kindle eBook Cover Design and Book Illustration Guide,https://www.udemy.com/kindle-ebook-cover-design/,$120.00,715,16,20,All Levels,0.94,1,2015-11-06T17:27:45Z,Graphic Design,2015-11-06,paid,Not free beginner,"$85,800.00"
1005610,Up and Running with Phalcon,https://www.udemy.com/up-and-running-with-phalcon-php/,$20.00,715,12,12,Intermediate Level,0.96,1.5,2016-11-10T15:33:54Z,Web Development,2016-11-10,paid,Not free beginner,"$14,300.00"
531954,Projects in AngularJS - Learn by building 10 Projects,https://www.udemy.com/learn-angularjs-development/,$40.00,7146,629,77,Beginner Level,0.89,14.5,2015-06-25T19:00:56Z,Web Development,2015-06-25,paid,Not free beginner,"$285,840.00"
716310,Create a Powerful Website with the Cool Bootstrap Framework,https://www.udemy.com/e107-tutorial-for-beginner-build-bootstrap-website/,$0.00,7142,41,25,All Levels,0.18,4,2016-02-02T23:35:43Z,Web Development,2016-02-02,free,Not free beginner,$0.00
76524,A new approach to piano and playing songs for beginners,https://www.udemy.com/contemporary-piano/,$50.00,7140,72,26,All Levels,0.18,1.5,2013-08-11T20:39:24Z,Musical Instruments,2013-08-11,paid,Not free beginner,"$357,000.00"
366608,Building Web Applications with Spring MVC,https://www.udemy.com/building-web-applications-with-spring-mvc/,$85.00,714,48,28,All Levels,0.07,3,2014-12-09T13:34:19Z,Web Development,2014-12-09,paid,Not free beginner,"$60,690.00"
65493,Kids Coding - Beginners CSS,https://www.udemy.com/kids-coding-beginners-css/,$100.00,7130,30,17,Intermediate Level,0.8,1,2013-07-25T19:55:43Z,Web Development,2013-07-25,paid,Not free beginner,"$713,000.00"
584786,JavaScript HTML CSS Project make a Quiz Tutorial,https://www.udemy.com/javascript-html-css-project-make-a-quiz-tutorial/,$95.00,7130,39,24,Intermediate Level,0.3,2,2015-08-18T18:37:17Z,Web Development,2015-08-18,paid,Not free beginner,"$677,350.00"
959200,JavaScript For Absolute Beginners - Level One,https://www.udemy.com/javascript-for-absolute-beginners-level-one/,$65.00,713,80,8,All Levels,0.51,1.5,2016-09-19T21:06:29Z,Web Development,2016-09-19,paid,Not free beginner,"$46,345.00"
866796,Learn Blender 3D - The materials and texture course,https://www.udemy.com/learn-blender-3d-the-materials-and-texture-course/,$200.00,711,48,105,Beginner Level,0.94,12.5,2016-08-08T22:30:17Z,Graphic Design,2016-08-08,paid,Not free beginner,"$142,200.00"
1128560,JavaScript - Become Higly Paid Front End Developer,https://www.udemy.com/javascript-become-higly-paid-front-end-developer/,$105.00,710,137,49,All Levels,0.46,3.5,2017-04-17T16:39:08Z,Web Development,2017-04-17,paid,Not free beginner,"$74,550.00"
255046,Investments and Financial Markets,https://www.udemy.com/investments-and-financial-markets/,$40.00,71,3,19,Beginner Level,0.76,1.5,2014-07-22T19:08:41Z,Business Finance,2014-07-22,paid,Not free beginner,"$2,840.00"
74028,"CFA Level I Workshop 6: Alternatives, PM and Economics",https://www.udemy.com/cfa-workshop-6/,$20.00,71,1,5,All Levels,0.76,1,2013-08-12T14:20:49Z,Business Finance,2013-08-12,paid,Not free beginner,"$1,420.00"
73962,CFA Level I Workshop 3: Financial Reporting & Analysis II,https://www.udemy.com/cfa-workshop-3/,$20.00,71,1,5,All Levels,0.76,1,2013-08-12T13:31:41Z,Business Finance,2013-08-12,paid,Not free beginner,"$1,420.00"
139788,Starting to play the blues on your harmonica in easy steps,https://www.udemy.com/benhewlettharmonicatuitionint1/,$35.00,71,3,16,All Levels,0.11,2,2014-03-01T18:53:36Z,Musical Instruments,2014-03-01,paid,Not free beginner,"$2,485.00"
106178,Become a Heroku Rails Ninja: Expert Level Deployment Tools,https://www.udemy.com/become-a-heroku-rails-ninja/,$50.00,7090,52,30,All Levels,0.78,8.5,2014-02-15T16:03:28Z,Web Development,2014-02-15,paid,Not free beginner,"$354,500.00"
206332,Rock Drumset Grooves: Level 1,https://www.udemy.com/rock-drumset-grooves-101/,$20.00,709,12,38,All Levels,0.07,2,2014-09-02T07:02:07Z,Musical Instruments,2014-09-02,paid,Not free beginner,"$14,180.00"
358998,Sketch 3: Design a mobile application from scratch,https://www.udemy.com/mobile-app-design/,$45.00,709,14,31,All Levels,0.98,2.5,2014-12-08T10:43:52Z,Graphic Design,2014-12-08,paid,Not free beginner,"$31,905.00"
405926,HTML and CSS for Beginners - Build a Website & Launch ONLINE,https://www.udemy.com/html-and-css-for-beginners-crash-course-learn-fast-easy/,$0.00,70773,5660,50,All Levels,0.57,6,2015-03-19T19:07:12Z,Web Development,2015-03-19,free,Not free beginner,$0.00
324224,Learn to Play the Flute: Beginner to Pro in Under Five Hours,https://www.udemy.com/beginnerflute/,$50.00,707,116,108,All Levels,0.07,7,2014-10-29T19:41:32Z,Musical Instruments,2014-10-29,paid,Not free beginner,"$35,350.00"
511942,Master EmberJS : Learn Ember JS From Scratch,https://www.udemy.com/master-emberjs/,$120.00,707,59,103,Beginner Level,0.54,6.5,2015-07-10T21:24:15Z,Web Development,2015-07-10,paid,Not free beginner,"$84,840.00"
1217948,Learn How To Become a Web Developer From Scratch,https://www.udemy.com/learn-how-to-become-a-front-end-web-developer-from-scratch/,$200.00,7062,72,172,Beginner Level,0.61,11,2017-05-28T19:38:52Z,Web Development,2017-05-28,paid,Not free beginner,"$1,412,400.00"
744696,Logo Design for Everybody,https://www.udemy.com/logo-design-for-everybody/,$30.00,706,10,24,Beginner Level,0.94,5.5,2016-03-08T17:30:36Z,Graphic Design,2016-03-08,paid,Not free beginner,"$21,180.00"
1252630,React JS - Mastering Redux,https://www.udemy.com/react-js-mastering-redux/,$100.00,7059,116,58,Beginner Level,0.75,5,2017-06-19T21:39:14Z,Web Development,2017-06-19,paid,Not free beginner,"$705,900.00"
1009254,"Beginner API development in Node, Express, ES6, & MongoDB",https://www.udemy.com/api-development/,$165.00,7057,655,65,Beginner Level,0.74,18.5,2016-11-12T18:53:51Z,Web Development,2016-11-12,paid,Not free beginner,"$1,164,405.00"
1041426,How To Build And Make A Wordpress Website From Scratch 2017,https://www.udemy.com/how-to-build-and-make-a-wordpress-website-from-scratch-2017/,$0.00,7055,166,24,All Levels,0.96,2,2017-01-24T04:59:20Z,Web Development,2017-01-24,free,Not free beginner,$0.00
825752,Angular 2 - Superheroic Framework,https://www.udemy.com/marutiangular2/,$20.00,702,21,30,Beginner Level,0.82,3,2016-05-04T16:35:07Z,Web Development,2016-05-04,paid,Not free beginner,"$14,040.00"
389018,How to Create a Wordpress Website from Scratch - No Coding,https://www.udemy.com/how-to-create-a-wordpress-website-from-scratch-no-coding/,$20.00,7018,28,38,All Levels,0.16,3,2015-07-30T18:16:29Z,Web Development,2015-07-30,paid,Not free beginner,"$140,360.00"
462668,How To Build A Website From Scratch + Blogging Blueprint,https://www.udemy.com/how-to-build-a-website-from-scratch-blogging-blueprint/,$20.00,7017,37,28,Intermediate Level,0.71,3.5,2015-04-08T17:39:03Z,Web Development,2015-04-08,paid,Not free beginner,"$140,340.00"
11153,Learn jQuery: An In-depth Course For Beginners,https://www.udemy.com/jquery/,$50.00,7014,95,62,All Levels,0.54,4.5,2011-11-29T01:29:11Z,Web Development,2011-11-29,paid,Not free beginner,"$350,700.00"
471588,Learn how to INVEST for huge profits or make it big trading!,https://www.udemy.com/learn-how-to-invest-for-huge-profits-or-make-9k-day-trading/,$50.00,701,12,37,Beginner Level,0.59,5.5,2015-06-19T22:49:13Z,Business Finance,2015-06-19,paid,Not free beginner,"$35,050.00"
